CODE,NAME OF STOCK,SALES RECORD
,,"185,000-15.74 36,000-15.74 125,000-15.74 >"
177,JIANGSU EXPRESS,"< >[ 50,000-10.70 ]/-//[ X622,000-10.73 ]< >"
179,JOHNSON ELEC H,"< >[ ]/-//[ 29,500-18.28 ]< >"
184,KECK SENG INV,"< P192,261-5.76 >[ ]/-//[ ]< >"
189,DONGYUE GROUP,"< >[ ]/-//[ 114,000-4.53 ]< >"
200,MELCO INT'L DEV,"< >[ 35,000-16.46 37,000-16.46 50,000-16.42 ]/-//["
,,"61,000-16.40 33,000-16.44 96,000-16.58 ]< >"
220,U-PRESID CHINA,"< >[ 694,000-6.87 79,000-6.80 ]/-//[ ]< >"
241,ALI HEALTH,"< >[ 76,000-7.15 80,000-7.08 ]/-//[ 92,000-7.11"
,,"70,000-7.17 70,000-7.18 96,000-7.18 ]< 72,000-7.21"
,,"90,000-7.21 72,000-7.21 >"
257,CHINA EB INT'L,"< 130,000-7.08 105,000-7.08 73,000-7.08 300,000-7.08"
,,"300,000-7.08 200,000-7.08 300,000-7.08 300,000-7.08"
,,"143,000-7.08 95,000-7.08 118,000-7.08 86,000-7.08"
,,"134,000-7.08 130,000-7.08 >[ 111,000-7.08 75,000-7.08"
,,"X100,000-7.035 X100,000-7.065 X168,000-7.065"
,,"74,000-7.09 ]/-//[ 115,000-7.06 200,000-7.10 ]<"
,,"82,000-7.09 126,000-7.09 91,000-7.09 110,000-7.09"
,,"84,000-7.09 >"
267,CITIC,"< >[ 75,000-12.78 78,000-12.76 82,000-12.76"
,,"57,000-12.76 51,000-12.76 41,000-12.84 58,000-12.84"
,,"54,000-12.82 ]/-//[ 107,000-12.82 55,000-12.82"
,,"55,000-12.86 83,000-12.90 ]< 202,000-12.90 68,000-12.90"
,,"58,000-12.90 58,000-12.90 121,000-12.90 51,000-12.90"
,,"228,000-12.90 56,000-12.90 42,000-12.90 110,000-12.90"
,,"88,000-12.90 45,000-12.90 80,000-12.90 60,000-12.90"
,,"55,000-12.90 161,000-12.90 69,000-12.90 50,000-12.90"
,,"76,000-12.90 195,000-12.90 151,000-12.90 52,000-12.90"
,,"89,000-12.90 55,000-12.90 98,000-12.90 U92,000-12.90"
,,"45,000-12.90 >"
268,KINGDEE INT'L,"< >[ 100,000-8.10 93,000-8.13 Y104,000-8.22"
,,"120,000-8.22 79,000-8.23 67,000-8.25 73,000-8.26"
,,"137,000-8.26 81,000-8.28 80,000-8.30 100,000-8.30 ]/-//"
,,"[ 70,000-8.10 160,000-8.10 87,000-8.05 ]< 88,000-8.11"
,,"107,000-8.11 >"
270,GUANGDONG INV,"< >[ 48,000-14.54 38,000-14.62 38,000-14.54"
,,"128,000-14.34 56,000-14.26 X166,000-14.31"
,,"X1,500,000-14.29 ]/-//[ X344,000-14.30 52,000-14.32"
,,"64,000-14.34 44,000-14.32 40,000-14.32 X36,000-14.30"
,,"58,000-14.30 44,000-14.30 114,000-14.36 38,000-14.34 ]<"
,,"70,000-14.32 102,000-14.32 58,000-14.32 84,000-14.32"
,,"48,000-14.32 40,000-14.32 52,000-14.32 56,000-14.32"
,,"134,000-14.32 66,000-14.32 74,000-14.32 56,000-14.32"
,,"90,000-14.32 50,000-14.32 U38,000-14.32 38,000-14.32"
,,"64,000-14.32 86,000-14.32 56,000-14.32 66,000-14.32 >"
272,SHUI ON LAND,"< >[ ]/-//[ 319,500-1.84 ]< 1,000,000-1.85 >"
281,RIVERA (HOLD),"< >[ ]/-//[ 864,000-0.62 ]< >"
285,BYD ELECTRONIC,"< >[ 121,500-11.80 73,500-11.84 65,000-11.84"
,,"165,500-11.84 50,000-11.86 127,500-11.72 50,000-11.58"
,,"50,000-11.54 44,000-11.54 ]/-//[ 80,000-11.54"
,,"59,000-11.50 49,500-11.58 ]< 46,000-11.68 >"
288,WH GROUP,"< >[ 80,000-6.27 89,500-6.30 371,000-6.24 ]/-//["
,,"200,000-6.23 106,500-6.23 142,000-6.23 109,000-6.23"
,,"178,000-6.30 ]< 259,500-6.34 106,500-6.34 243,500-6.34"
,,"122,000-6.34 242,500-6.34 161,000-6.34 104,000-6.34"
,,"181,000-6.34 U82,000-6.34 85,000-6.34 149,500-6.34"
,,"181,000-6.34 130,000-6.34 174,000-6.34 79,000-6.34"
,,"126,000-6.34 84,000-6.34 123,000-6.34 >"
291,CHINA RES BEER,"< >[ Y20,000-28.05 18,000-28.05 Y20,000-28.05"
,,"18,000-27.80 20,000-27.80 18,000-27.80 24,000-27.80"
,,"48,000-27.80 ]/-//[ 30,000-27.75 36,000-27.70"
,,"42,000-27.70 20,000-27.60 20,000-27.60 24,000-27.65"
,,"26,000-27.60 66,000-27.90 76,000-27.85 18,000-27.80"
,,"36,000-27.90 28,000-27.90 24,000-27.90 ]< 178,000-28.00"
,,"58,000-28.00 54,000-28.00 40,000-28.00 22,000-28.00"
,,"50,000-28.00 50,000-28.00 26,000-28.00 62,000-28.00"
,,"56,000-28.00 88,000-28.00 24,000-28.00 20,000-28.00"
,,"46,000-28.00 U56,000-28.00 24,000-28.00 68,000-28.00 >"
293,CATHAY PAC AIR,"< >[ 48,000-11.08 ]/-//[ 56,000-11.18 119,000-11.18 ]<"
,,"100,000-11.18 53,000-11.18 69,000-11.18 >"
296,EMPEROR E HOTEL,"< >[ ]/-//[ Y375,000-1.49 ]< >"
303,VTECH HOLDINGS,"< >[ 10,000-74.00 ]/-//[ ]< >"
322,TINGYI,"< P368,000-10.205 P368,000-10.204 P3,016,000-10.20"
,,"58,000-10.14 >[ 60,000-10.22 100,000-10.26 90,000-10.28"
,,"50,000-10.36 86,000-10.30 58,000-10.28 54,000-10.24"
,,"100,000-10.20 70,000-10.20 134,000-10.14 100,000-10.14 ]"
,,"/-//[ 50,000-10.10 50,000-10.12 60,000-10.10"
,,"X1,224,000-10.11 50,000-10.14 56,000-10.16 50,000-10.16"
,,"64,000-10.18 50,000-10.18 56,000-10.20 50,000-10.22"
,,"68,000-10.20 70,000-10.22 96,000-10.20 94,000-10.22"
,,"90,000-10.20 ]< 68,000-10.22 50,000-10.22 52,000-10.22"
,,"62,000-10.22 56,000-10.22 70,000-10.22 78,000-10.22"
,,"190,000-10.22 472,000-10.22 62,000-10.22 62,000-10.22"
,,"62,000-10.22 62,000-10.22 240,000-10.22 188,000-10.22"
,,"572,000-10.22 192,000-10.22 >"
323,MAANSHAN IRON,"< >[ 420,000-3.78 174,000-3.78 234,000-3.78"
,,"162,000-3.78 150,000-3.82 152,000-3.81 ]/-//["
,,"266,000-3.74 228,000-3.75 150,000-3.76 218,000-3.75"
,,"140,000-3.75 ]< 196,000-3.76 166,000-3.76 >"
338,SHANGHAI PECHEM,"< >[ Y200,000-3.63 164,000-3.63 206,000-3.65"
,,"150,000-3.65 234,000-3.68 244,000-3.67 ]/-//["
,,"220,000-3.66 182,000-3.65 188,000-3.66 250,000-3.68"
,,"286,000-3.67 ]< >"
342,NEWOCEAN ENERGY,"< >[ ]/-//[ 250,000-2.78 200,000-2.78 230,000-2.78 ]< >"
345,VITASOY INT'L,"< P324,270-32.217 >[ ]/-//[ X224,000-31.85 ]< >"
347,ANGANG STEEL,"< >[ 100,000-6.66 ]/-//[ 172,000-6.54 94,000-6.53"
,,"X300,000-6.555 ]< 84,000-6.57 78,000-6.57 156,000-6.57 >"
354,CHINASOFT INT'L,"< >[ 146,000-4.75 122,000-4.75 ]/-//[ ]< >"
363,SHANGHAI IND H,"< >[ ]/-//[ 40,000-17.32 74,000-17.32 30,000-17.30"
,,"34,000-17.30 43,000-17.30 29,000-17.30 ]< >"
368,SINOTRANS SHIP,"< >[ 250,000-2.54 760,500-2.55 417,000-2.55"
,,"200,000-2.55 249,500-2.55 361,000-2.56 298,500-2.56"
,,"275,000-2.56 498,500-2.55 493,000-2.55 202,500-2.56 ]"
,,"/-//[ 313,500-2.56 247,500-2.56 200,000-2.57 ]< >"
371,BJ ENT WATER,"< P943,600-4.667 P404,400-4.666 >[ X5,000,000-4.69"
,,"X26,508,000-4.63 186,000-4.60 X470,400-4.613"
,,"X117,600-4.614 ]/-//[ X3,000,000-4.60 ]< 142,000-4.66"
,,"132,000-4.66 170,000-4.66 120,000-4.66 118,000-4.66"
,,"156,000-4.66 134,000-4.66 294,000-4.66 212,000-4.66 >"
372,PT INTL DEV,"< >[ ]/-//[ 2,768,000-0.50 2,470,000-0.50 ]< >"
376,YUNFENG FIN,"< >[ ]/-//[ 100,000-5.30 100,000-5.50 ]< >"
384,CHINA GAS HOLD,"< >[ 45,000-28.20 18,800-28.10 30,400-28.10 ]/-//["
,,"36,400-27.95 19,600-27.95 27,600-27.95 22,000-27.95"
,,"18,000-28.20 20,000-28.25 ]< 55,000-28.40 64,800-28.40"
,,"30,400-28.40 32,000-28.40 27,600-28.40 18,400-28.40"
,,"27,800-28.40 19,000-28.40 28,200-28.40 29,600-28.40"
,,"38,200-28.40 19,400-28.40 20,600-28.40 20,600-28.40"
,,"33,000-28.40 38,200-28.40 27,200-28.40 20,600-28.40"
,,"20,600-28.40 >"
386,SINOPEC CORP,"< 118,000-6.80 90,000-6.80 114,000-6.80 78,000-6.80"
,,"124,000-6.80 202,000-6.80 122,000-6.80 100,000-6.80"
,,"170,000-6.80 74,000-6.80 142,000-6.80 120,000-6.80"
,,"94,000-6.80 U86,000-6.80 248,000-6.80 >[ 78,000-6.80"
,,"134,000-6.79 112,000-6.79 98,000-6.80 Y112,000-6.79"
,,"80,000-6.78 164,000-6.80 226,000-6.80 74,000-6.80"
,,"82,000-6.81 104,000-6.81 100,000-6.81 200,000-6.80"
,,"86,000-6.78 76,000-6.81 302,000-6.80 116,000-6.81"
,,"92,000-6.80 78,000-6.80 100,000-6.81 102,000-6.81"
,,"98,000-6.82 100,000-6.82 300,000-6.82 130,000-6.82"
,,"186,000-6.82 102,000-6.82 96,000-6.82 132,000-6.81"
,,"190,000-6.81 82,000-6.81 94,000-6.82 126,000-6.80"
,,"116,000-6.80 156,000-6.79 90,000-6.78 110,000-6.78"
,,"264,000-6.78 78,000-6.78 122,000-6.78 312,000-6.78"
,,"86,000-6.78 120,000-6.78 78,000-6.79 94,000-6.79"
,,"98,000-6.79 110,000-6.82 182,000-6.83 100,000-6.82"
,,"140,000-6.82 196,000-6.83 100,000-6.83 94,000-6.83"
,,"126,000-6.84 218,000-6.84 118,000-6.84 114,000-6.84"
,,"114,000-6.84 86,000-6.84 100,000-6.84 100,000-6.84"
,,"74,000-6.84 170,000-6.84 100,000-6.84 168,000-6.84"
,,"88,000-6.83 88,000-6.84 76,000-6.84 138,000-6.84"
,,"92,000-6.84 90,000-6.82 122,000-6.82 90,000-6.82"
,,"130,000-6.82 116,000-6.82 100,000-6.82 128,000-6.80"
,,"192,000-6.79 98,000-6.78 414,000-6.78 104,000-6.79"
,,"128,000-6.79 128,000-6.79 98,000-6.80 136,000-6.78"
,,"106,000-6.78 130,000-6.78 400,000-6.77 128,000-6.77"
,,"Y96,000-6.77 ]/-//[ 108,000-6.76 100,000-6.76"
,,"100,000-6.76 194,000-6.74 100,000-6.74 128,000-6.74"
,,"94,000-6.75 130,000-6.75 88,000-6.75 100,000-6.77"
,,"100,000-6.76 78,000-6.75 88,000-6.74 92,000-6.74"
,,"148,000-6.74 110,000-6.74 166,000-6.74 128,000-6.74"
,,"100,000-6.74 100,000-6.74 116,000-6.72 Y102,000-6.73"
,,"88,000-6.73 102,000-6.73 128,000-6.73 82,000-6.73"
,,"100,000-6.73 92,000-6.73 88,000-6.74 88,000-6.74"
,,"196,000-6.74 94,000-6.74 80,000-6.74 82,000-6.75"
,,"90,000-6.75 96,000-6.75 90,000-6.74 80,000-6.74"
,,"84,000-6.74 116,000-6.74 112,000-6.75 90,000-6.75"
,,"128,000-6.75 96,000-6.75 86,000-6.77 104,000-6.77"
,,"82,000-6.77 396,000-6.77 128,000-6.77 128,000-6.78"
,,"128,000-6.78 140,000-6.78 110,000-6.78 94,000-6.78"
,,"118,000-6.78 128,000-6.78 128,000-6.78 94,000-6.79"
,,"312,000-6.79 128,000-6.79 102,000-6.79 130,000-6.82"
,,"124,000-6.82 80,000-6.82 100,000-6.83 184,000-6.83"
,,"168,000-6.83 124,000-6.83 98,000-6.83 198,000-6.83"
,,"480,000-6.84 78,000-6.84 100,000-6.84 118,000-6.84"
,,"110,000-6.84 80,000-6.84 80,000-6.84 98,000-6.84 ]<"
,,"92,000-6.83 364,000-6.83 154,000-6.83 300,000-6.83"
,,"U208,000-6.83 232,000-6.83 184,000-6.83 136,000-6.83"
,,"92,000-6.83 404,000-6.83 U128,000-6.83 126,000-6.83"
,,"90,000-6.83 86,000-6.83 118,000-6.83 872,000-6.83"
,,"212,000-6.83 142,000-6.83 172,000-6.83 150,000-6.83"
,,"132,000-6.83 228,000-6.83 U110,000-6.83 90,000-6.83"
,,"186,000-6.83 76,000-6.83 1,308,000-6.83 162,000-6.83"
,,"132,000-6.83 382,000-6.83 416,000-6.83 118,000-6.83"
,,"538,000-6.83 76,000-6.83 80,000-6.83 80,000-6.83"
,,"110,000-6.83 250,000-6.83 772,000-6.83 U400,000-6.83"
,,"250,000-6.83 142,000-6.83 658,000-6.83 400,000-6.83"
,,"396,000-6.83 244,000-6.83 244,000-6.83 142,000-6.83"
,,"142,000-6.83 142,000-6.83 314,000-6.83 152,000-6.83"
,,"160,000-6.83 250,000-6.83 200,000-6.83 110,000-6.83 >"
388,HKEX,"< 4,400-234.00 5,000-234.00 4,000-234.00 4,400-234.00"
,,"3,100-234.00 2,700-234.00 2,400-234.00 2,400-234.00"
,,"3,000-234.00 >[ 2,500-234.00 2,200-234.40 3,500-234.40"
,,"3,200-234.80 6,400-234.80 4,900-234.80 2,300-234.80"
,,"2,600-234.60 4,600-234.40 4,900-234.60 3,200-234.60"
,,"8,400-234.60 40,000-235.00 8,700-235.00 18,500-235.00"
,,"3,400-235.00 2,900-235.60 4,500-235.40 5,400-235.80"
,,"5,900-235.60 7,600-235.60 4,800-235.80 4,000-235.40"
,,"11,800-235.40 2,700-235.40 3,300-235.40 6,000-235.40"
,,"2,500-235.40 3,000-235.40 7,000-235.20 2,200-235.20"
,,"2,400-235.20 6,800-235.20 6,200-235.40 3,100-235.40"
,,"3,500-235.40 2,300-235.40 2,800-235.40 4,900-235.40"
,,"3,200-235.40 4,000-235.40 3,000-235.20 2,900-235.40"
,,"6,000-235.40 2,700-235.40 9,600-235.20 4,600-235.40"
,,"8,000-235.40 10,000-235.40 17,800-235.40 6,600-235.40"
,,"9,400-235.40 6,800-235.40 4,900-235.40 5,000-235.40"
,,"3,200-235.40 4,100-235.40 3,700-235.20 5,300-235.40"
,,"5,300-235.20 3,200-235.20 3,000-235.20 3,800-235.00"
,,"9,100-235.00 5,200-235.00 3,200-234.80 3,700-234.80"
,,"2,200-234.80 4,600-234.80 2,800-235.00 8,100-235.00"
,,"3,000-235.20 5,200-235.40 7,000-235.40 2,200-235.40"
,,"5,900-235.60 5,500-235.60 2,800-235.80 2,800-235.80"
,,"3,100-235.80 9,500-235.80 5,000-235.80 2,200-235.80"
,,"7,500-235.80 5,300-235.80 2,400-235.80 2,200-235.80"
,,"3,000-236.00 6,000-236.00 3,400-236.00 6,100-236.00"
,,"6,000-236.00 10,000-236.00 10,000-236.00 5,000-236.00"
,,"21,200-236.00 3,100-236.40 6,000-236.40 4,600-236.40"
,,"2,800-236.40 3,400-236.40 4,000-236.20 5,000-236.60"
,,"2,500-236.60 6,000-236.60 4,700-236.60 4,200-236.60"
,,"3,600-236.40 2,200-236.40 Y3,500-236.40 3,800-236.40"
,,"2,600-236.40 2,600-236.40 3,000-236.40 3,400-236.20"
,,"3,500-236.20 3,000-236.20 2,200-236.20 3,300-236.00"
,,"5,600-236.00 2,300-236.20 4,500-236.00 2,800-236.00"
,,"3,200-236.00 2,200-236.00 4,000-236.00 4,000-236.00"
,,"4,000-236.00 3,600-236.00 4,000-236.00 3,100-236.00"
,,"2,800-235.80 6,600-235.80 10,000-235.80 40,200-235.80"
,,"5,500-235.80 4,000-235.80 3,000-235.80 6,500-236.00"
,,"2,600-236.00 4,000-236.00 5,200-236.20 9,400-236.20"
,,"3,900-236.20 Y4,600-236.40 4,300-236.40 3,100-236.40"
,,"8,100-236.40 2,200-236.40 5,200-236.40 11,300-236.40"
,,"3,500-236.40 4,400-236.40 2,700-236.40 2,400-236.40"
,,"2,400-236.40 5,000-236.20 10,000-236.40 3,500-236.40"
,,"3,200-236.40 4,400-236.40 3,500-236.40 4,100-236.40"
,,"4,300-236.00 3,400-236.00 2,800-236.00 3,500-236.00"
,,"12,000-236.00 5,000-236.20 4,100-236.40 3,000-236.20"
,,"4,100-236.20 Y5,600-236.40 3,500-236.40 ]/-//["
,,"6,600-236.40 4,400-236.60 3,400-236.40 6,000-236.20"
,,"4,400-236.20 5,900-236.00 5,400-236.20 4,800-236.00"
,,"3,300-236.00 3,000-236.20 4,600-236.00 2,200-236.00"
,,"5,000-236.40 3,900-236.40 10,000-236.60 21,000-236.60"
,,"5,000-236.60 3,600-236.60 5,000-236.80 5,400-236.80"
,,"5,500-236.60 15,000-236.20 3,500-236.20 4,600-236.40"
,,"10,000-236.40 2,900-236.20 6,000-236.00 4,500-236.20"
,,"2,800-236.00 3,000-236.20 4,800-236.00 2,800-236.20"
,,"3,300-236.20 5,100-236.20 2,300-236.20 2,400-236.40"
,,"3,400-236.00 2,900-236.20 2,800-236.20 2,500-236.40"
,,"2,500-236.20 5,000-236.40 5,000-236.40 5,000-236.40"
,,"2,200-236.40 3,000-236.40 2,200-236.40 3,000-236.40"
,,"2,800-236.40 5,000-236.60 3,000-236.60 5,000-236.60"
,,"20,000-236.40 8,800-236.40 3,000-236.60 2,300-236.60"
,,"3,500-236.60 5,000-236.60 5,000-236.60 3,500-236.60"
,,"8,800-236.60 5,000-236.60 3,500-236.60 2,200-236.60"
,,"5,500-236.40 3,400-236.20 4,400-236.40 5,000-236.60"
,,"3,200-236.60 3,400-236.60 5,000-236.60 2,900-236.60"
,,"3,000-236.40 3,000-236.40 9,200-236.40 85,000-236.60"
,,"5,000-236.60 2,600-236.60 4,500-236.60 5,300-236.60"
,,"7,100-236.60 9,000-236.40 15,000-236.60 4,800-236.60"
,,"5,000-236.80 3,200-236.80 2,300-236.80 2,700-236.80"
,,"5,000-236.80 4,200-236.80 4,700-236.80 4,200-236.80"
,,"6,400-237.00 5,000-237.00 2,400-237.00 6,600-237.00"
,,"5,000-237.00 5,000-237.00 4,100-237.00 4,500-237.00"
,,"5,000-237.00 2,500-237.20 14,000-237.20 3,400-237.20"
,,"2,600-237.20 2,200-237.40 8,700-237.20 3,300-237.20"
,,"2,400-237.20 3,300-237.20 2,200-237.20 5,000-237.40"
,,"5,200-237.40 2,500-237.60 7,700-237.40 2,300-237.40"
,,"5,000-237.20 5,000-237.20 3,500-237.40 2,400-237.40"
,,"4,000-237.40 4,800-237.20 2,300-237.20 3,000-237.40"
,,"4,700-237.20 2,300-237.20 4,900-237.40 18,000-237.40"
,,"4,000-237.40 3,600-237.60 2,400-237.60 9,600-237.60"
,,"3,600-237.60 3,800-237.60 4,800-237.60 6,100-237.60"
,,"10,400-237.60 3,500-237.60 4,000-237.60 4,000-237.60"
,,"3,400-237.60 7,000-237.60 15,200-237.60 10,000-237.60"
,,"3,400-237.80 30,000-237.80 5,500-237.80 10,000-237.80"
,,"27,800-237.80 2,400-238.00 2,400-237.80 2,600-237.80"
,,"2,300-237.80 8,900-237.80 4,100-237.80 3,400-238.00"
,,"21,300-238.00 6,000-238.00 2,600-238.00 10,000-238.00"
,,"19,600-237.80 3,000-237.80 6,100-237.80 2,200-238.00"
,,"3,100-238.00 5,000-237.80 5,000-237.80 3,000-237.80"
,,"5,400-237.80 5,100-237.80 6,000-237.80 10,000-238.00"
,,"3,000-238.00 3,400-238.00 4,000-237.80 3,000-238.00"
,,"24,100-238.00 25,900-238.00 3,500-238.00 4,900-238.00"
,,"3,800-238.00 4,800-238.20 4,900-238.40 2,800-238.40"
,,"5,000-238.40 2,100-238.40 5,200-238.40 3,200-238.40"
,,"5,200-238.40 9,300-238.20 5,700-238.20 2,800-238.20"
,,"3,800-238.20 8,700-238.20 10,500-238.20 8,400-238.20"
,,"3,200-238.40 2,200-238.40 5,000-238.60 2,600-238.60"
,,"15,300-238.60 7,300-238.60 3,400-238.40 5,500-238.40"
,,"2,600-238.40 2,300-238.40 2,100-238.60 5,500-238.60"
,,"18,400-238.60 4,000-238.60 4,800-238.60 2,300-238.60"
,,"9,200-238.80 Y3,000-238.80 4,200-238.80 3,900-238.60"
,,"6,900-238.60 2,900-238.60 2,300-238.60 4,100-238.80"
,,"5,000-238.80 5,400-238.80 2,600-238.80 5,000-238.80"
,,"4,200-238.80 3,600-238.80 2,700-238.80 4,800-239.00"
,,"Y5,000-239.00 3,800-239.00 8,900-239.00 9,000-239.00"
,,"9,700-239.00 2,200-239.00 8,900-239.00 6,400-239.00"
,,"2,700-239.00 2,900-239.00 4,000-239.00 2,100-239.20"
,,"4,700-239.20 4,900-239.20 4,100-239.20 14,600-239.40"
,,"3,000-239.40 2,800-239.40 3,800-239.40 3,400-239.40"
,,"6,000-239.20 3,100-239.20 10,000-239.20 2,300-239.20"
,,"10,000-239.00 2,100-239.00 2,300-239.00 9,600-239.20"
,,"4,500-239.00 2,300-239.00 3,200-239.00 3,600-239.00"
,,"3,600-239.00 6,000-239.20 2,300-239.20 8,600-239.20"
,,"3,200-239.40 4,900-239.40 4,400-239.20 2,500-239.20"
,,"2,100-239.00 2,100-239.20 7,000-239.20 2,100-239.20"
,,"4,400-239.20 2,700-239.20 7,100-239.20 3,500-239.00"
,,"3,000-239.00 5,000-239.20 5,000-239.20 5,000-239.20"
,,"5,000-239.20 5,000-239.20 6,000-239.20 2,500-239.00"
,,"6,200-239.20 3,100-239.20 3,600-239.20 5,500-239.20"
,,"8,000-239.20 2,200-239.40 3,000-239.40 3,400-239.20"
,,"5,500-239.40 3,000-239.20 2,400-239.20 5,000-239.20"
,,"2,800-239.20 3,200-239.20 2,700-239.20 8,400-239.20"
,,"13,700-239.20 2,400-239.40 2,200-239.40 2,700-239.20"
,,"3,400-239.40 2,600-239.60 7,700-239.60 Y3,300-239.40"
,,"2,500-239.60 Y30,000-239.40 2,600-239.60 3,700-239.60 ]"
,,"< C52,000-238.20 2,300-239.80 10,400-239.80"
,,"12,500-239.80 3,200-239.80 2,700-239.80 16,500-239.80"
,,"18,600-239.80 10,000-239.80 5,000-239.80 4,000-239.80"
,,"3,000-239.80 2,800-239.80 3,700-239.80 8,500-239.80"
,,"8,600-239.80 6,000-239.80 36,000-239.80 9,900-239.80"
,,"3,300-239.80 2,900-239.80 3,000-239.80 3,900-239.80"
,,"2,500-239.80 45,000-239.80 9,200-239.80 15,100-239.80"
,,"U4,500-239.80 14,300-239.80 2,600-239.80 5,000-239.80"
,,"4,000-239.80 2,100-239.80 5,600-239.80 16,300-239.80"
,,"18,000-239.80 27,000-239.80 8,100-239.80 3,000-239.80"
,,"10,500-239.80 10,200-239.80 10,200-239.80 17,700-239.80"
,,"2,600-239.80 10,700-239.80 3,100-239.80 10,700-239.80"
,,"3,700-239.80 3,300-239.80 9,400-239.80 22,100-239.80"
,,"7,900-239.80 U16,300-239.80 3,900-239.80 U14,200-239.80"
,,"5,000-239.80 3,000-239.80 5,000-239.80 12,200-239.80"
,,"6,200-239.80 18,800-239.80 4,400-239.80 2,500-239.80"
,,"16,200-239.80 5,000-239.80 29,400-239.80 5,000-239.80 >"
390,CHINA RAILWAY,"< >[ 76,000-7.27 158,000-7.30 100,000-7.33 100,000-7.33"
,,"93,000-7.28 84,000-7.29 100,000-7.29 ]/-//["
,,"100,000-7.30 ]< 221,000-7.34 99,000-7.34 147,000-7.34"
,,"169,000-7.34 69,000-7.34 199,000-7.34 U96,000-7.34 >"
392,BEIJING ENT,"< >[ X20,000-47.20 ]/-//[ ]< 18,500-47.00 11,500-47.00"
,,"14,000-47.00 U16,500-47.00 U18,500-47.00 24,500-47.00"
,,"20,000-47.00 20,000-47.00 13,500-47.00 >"
395,SMARTAC GP CH,"< >[ 888,000-0.65 1,200,000-0.66 960,000-0.67"
,,"1,056,000-0.68 744,000-0.68 1,504,000-0.69"
,,"1,000,000-0.69 1,176,000-0.70 720,000-0.70"
,,"3,056,000-0.69 800,000-0.70 1,000,000-0.68"
,,"1,000,000-0.69 800,000-0.69 888,000-0.69 728,000-0.70"
,,"1,000,000-0.69 1,600,000-0.70 800,000-0.70 792,000-0.71"
,,"1,000,000-0.71 864,000-0.71 1,000,000-0.72"
,,"1,000,000-0.73 856,000-0.73 1,168,000-0.73 800,000-0.74"
,,"1,000,000-0.74 5,000,000-0.75 1,000,000-0.75"
,,"808,000-0.75 1,000,000-0.75 720,000-0.74 800,000-0.74"
,,"976,000-0.74 4,504,000-0.75 1,000,000-0.75 784,000-0.75"
,,"872,000-0.75 2,832,000-0.76 1,000,000-0.76 800,000-0.76"
,,"824,000-0.75 1,000,000-0.74 1,264,000-0.72"
,,"4,248,000-0.73 976,000-0.73 728,000-0.74 744,000-0.73"
,,"1,000,000-0.73 880,000-0.73 1,704,000-0.74 800,000-0.73"
,,"2,000,000-0.73 800,000-0.72 992,000-0.73 1,000,000-0.73"
,,"920,000-0.72 992,000-0.72 1,016,000-0.71 744,000-0.72"
,,"4,008,000-0.72 808,000-0.72 2,000,000-0.73 696,000-0.73"
,,"]/-//[ 1,600,000-0.74 1,024,000-0.74 1,000,000-0.74"
,,"1,000,000-0.74 752,000-0.74 1,984,000-0.74"
,,"1,008,000-0.75 2,000,000-0.75 1,432,000-0.75"
,,"1,480,000-0.76 1,200,000-0.76 1,000,000-0.76"
,,"1,000,000-0.76 1,000,000-0.76 800,000-0.75 696,000-0.76"
,,"1,144,000-0.76 1,040,000-0.76 720,000-0.76"
,,"1,000,000-0.76 952,000-0.76 880,000-0.76 1,200,000-0.75"
,,"864,000-0.74 800,000-0.73 728,000-0.73 872,000-0.73"
,,"864,000-0.74 1,000,000-0.75 832,000-0.75 1,000,000-0.75"
,,"816,000-0.75 2,576,000-0.74 1,504,000-0.74"
,,"1,000,000-0.75 768,000-0.75 1,496,000-0.75 880,000-0.75"
,,"792,000-0.75 792,000-0.76 1,000,000-0.76 1,000,000-0.76"
,,"1,000,000-0.76 2,000,000-0.76 Y1,984,000-0.76"
,,"1,048,000-0.76 2,464,000-0.76 ]< >"
405,YUEXIU REIT,"< >[ ]/-//[ X200,000-5.015 ]< >"
425,MINTH GROUP,"< >[ 34,000-27.80 20,000-27.65 40,000-27.65"
,,"22,000-27.70 20,000-27.75 40,000-27.75 24,000-27.80"
,,"36,000-27.95 28,000-28.00 24,000-28.05 ]/-//["
,,"34,000-27.75 30,000-27.75 50,000-27.75 50,000-27.80"
,,"32,000-27.80 40,000-27.80 24,000-27.80 22,000-27.80"
,,"20,000-27.75 20,000-27.80 ]< 18,000-27.80 >"
435,SUNLIGHT REIT,"< P324,000-4.901 >[ ]/-//[ ]< >"
460,SIHUAN PHARM,"< >[ ]/-//[ 300,000-1.79 294,000-1.80 ]< >"
467,UNITEDENERGY GP,"< >[ ]/-//[ 944,000-1.45 ]< >"
468,GAPACK,"< P120,000-4.651 P180,000-4.652 >[ ]/-//[ ]< >"
489,DONGFENG GROUP,"< >[ ]/-//[ 82,000-7.61 ]< 164,000-7.65 74,000-7.65"
,,"146,000-7.65 >"
493,GOME RETAIL,"< >[ ]/-//[ 801,000-0.70 889,000-0.70 ]< 719,000-0.71 >"
494,LI & FUNG,"< >[ ]/-//[ ]< 714,000-1.64 >"
512,CHINAGRANDPHARM,"< >[ 200,000-4.11 200,000-4.11 200,000-4.10"
,,"140,000-4.10 ]/-//[ ]< >"
